ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
BP	GO:0007610	behavior	330	0.771902784508081	1.28068918961614	5.999988000024e-06	0.000949198101603797	0.000826893083055939	1291	tags=22%, list=11%, signal=20%	ENSG00000018625/ENSG00000152977/ENSG00000244405/ENSG00000134121/ENSG00000106236/ENSG00000196092/ENSG00000161638/ENSG00000148082/ENSG00000188906/ENSG00000118946/ENSG00000150551/ENSG00000152661/ENSG00000132872/ENSG00000128573/ENSG00000137868/ENSG00000123360/ENSG00000184144/ENSG00000006468/ENSG00000082482/ENSG00000110076/ENSG00000146648/ENSG00000131094/ENSG00000079215/ENSG00000182621/ENSG00000136531/ENSG00000178235/ENSG00000171956/ENSG00000180176/ENSG00000137801/ENSG00000174469/ENSG00000124788/ENSG00000158301/ENSG00000186868/ENSG00000118432/ENSG00000148053/ENSG00000116106/ENSG00000109501/ENSG00000110436/ENSG00000133216/ENSG00000152092/ENSG00000114200/ENSG00000160716/ENSG00000132639/ENSG00000105088/ENSG00000171094/ENSG00000112367/ENSG00000111249/ENSG00000155511/ENSG00000171766/ENSG00000049860/ENSG00000124406/ENSG00000179915/ENSG00000100433/ENSG00000173175/ENSG00000124588/ENSG00000154118/ENSG00000198961/ENSG00000148408/ENSG00000112320/ENSG00000132535/ENSG00000103034/ENSG00000084073/ENSG00000168610/ENSG00000103942/ENSG00000196839/ENSG00000143995/ENSG00000096433/ENSG00000165240/ENSG00000157168/ENSG00000146938/ENSG00000140463/ENSG00000151012/ENSG00000168496
BP	GO:0030334	regulation of cell migration	468	0.744278343828125	1.23668261330553	5.999988000024e-06	0.000949198101603797	0.000826893083055939	1259	tags=21%, list=11%, signal=19%	ENSG00000196569/ENSG00000075223/ENSG00000161638/ENSG00000115461/ENSG00000169071/ENSG00000091136/ENSG00000007372/ENSG00000157227/ENSG00000099250/ENSG00000144476/ENSG00000179348/ENSG00000130830/ENSG00000178568/ENSG00000070193/ENSG00000010278/ENSG00000136158/ENSG00000060656/ENSG00000066032/ENSG00000156687/ENSG00000135905/ENSG00000107104/ENSG00000133121/ENSG00000163623/ENSG00000154764/ENSG00000261678/ENSG00000077264/ENSG00000076826/ENSG00000064042/ENSG00000076356/ENSG00000169744/ENSG00000124126/ENSG00000183023/ENSG00000106538/ENSG00000170989/ENSG00000102265/ENSG00000111186/ENSG00000004399/ENSG00000146648/ENSG00000141376/ENSG00000185551/ENSG00000173404/ENSG00000182621/ENSG00000140538/ENSG00000112715/ENSG00000185532/ENSG00000065320/ENSG00000049130/ENSG00000163638/ENSG00000137764/ENSG00000137801/ENSG00000171608/ENSG00000181790/ENSG00000198420/ENSG00000113140/ENSG00000162493/ENSG00000138080/ENSG00000037280/ENSG00000173482/ENSG00000176170/ENSG00000180921/ENSG00000109819/ENSG00000113657/ENSG00000162407/ENSG00000137872/ENSG00000145423/ENSG00000104998/ENSG00000198121/ENSG00000145147/ENSG00000163686/ENSG00000156299/ENSG00000137642/ENSG00000113721/ENSG00000142627/ENSG00000261150/ENSG00000124406/ENSG00000181751/ENSG00000164938/ENSG00000151208/ENSG00000133961/ENSG00000115414/ENSG00000103034/ENSG00000019582/ENSG00000166974/ENSG00000168610/ENSG00000136960/ENSG00000198648/ENSG00000067798/ENSG00000196839/ENSG00000148400/ENSG00000102678/ENSG00000165240/ENSG00000108840/ENSG00000111859/ENSG00000157168/ENSG00000140526/ENSG00000137135/ENSG00000119547/ENSG00000090612
BP	GO:0045596	negative regulation of cell differentiation	406	0.753661347150491	1.25157478066913	5.999988000024e-06	0.000949198101603797	0.000826893083055939	1309	tags=24%, list=11%, signal=22%	ENSG00000213626/ENSG00000162998/ENSG00000115461/ENSG00000007372/ENSG00000138136/ENSG00000099250/ENSG00000109132/ENSG00000188906/ENSG00000179348/ENSG00000163273/ENSG00000148826/ENSG00000139352/ENSG00000132872/ENSG00000178568/ENSG00000160179/ENSG00000070193/ENSG00000135144/ENSG00000172201/ENSG00000114315/ENSG00000184144/ENSG00000177508/ENSG00000107104/ENSG00000163623/ENSG00000154764/ENSG00000130635/ENSG00000182175/ENSG00000099953/ENSG00000151388/ENSG00000168918/ENSG00000163132/ENSG00000197921/ENSG00000079102/ENSG00000064300/ENSG00000152377/ENSG00000134595/ENSG00000198719/ENSG00000090932/ENSG00000143772/ENSG00000146648/ENSG00000120149/ENSG00000166147/ENSG00000077942/ENSG00000077238/ENSG00000077092/ENSG00000071575/ENSG00000007944/ENSG00000117318/ENSG00000140538/ENSG00000065320/ENSG00000110092/ENSG00000198435/ENSG00000076770/ENSG00000074047/ENSG00000135333/ENSG00000125266/ENSG00000109906/ENSG00000169783/ENSG00000115993/ENSG00000124193/ENSG00000116106/ENSG00000113657/ENSG00000162490/ENSG00000183762/ENSG00000133216/ENSG00000145423/ENSG00000149926/ENSG00000198121/ENSG00000145147/ENSG00000006042/ENSG00000084093/ENSG00000137642/ENSG00000108379/ENSG00000150764/ENSG00000152518/ENSG00000142453/ENSG00000154265/ENSG00000105996/ENSG00000186480/ENSG00000164938/ENSG00000170468/ENSG00000198597/ENSG00000083290/ENSG00000019582/ENSG00000139842/ENSG00000168610/ENSG00000100225/ENSG00000143995/ENSG00000148400/ENSG00000184349/ENSG00000160539/ENSG00000102678/ENSG00000108840/ENSG00000157168/ENSG00000197837/ENSG00000185630/ENSG00000154127/ENSG00000101255/ENSG00000118689/ENSG00000121210
BP	GO:0045664	regulation of neuron differentiation	432	0.750501156188099	1.24661912460531	5.999988000024e-06	0.000949198101603797	0.000826893083055939	1195	tags=22%, list=10%, signal=21%	ENSG00000044524/ENSG00000244405/ENSG00000007372/ENSG00000138136/ENSG00000099250/ENSG00000109132/ENSG00000188906/ENSG00000179348/ENSG00000167178/ENSG00000143858/ENSG00000173376/ENSG00000130558/ENSG00000139352/ENSG00000120833/ENSG00000132872/ENSG00000135144/ENSG00000114315/ENSG00000184144/ENSG00000066032/ENSG00000153162/ENSG00000177508/ENSG00000107104/ENSG00000163623/ENSG00000154764/ENSG00000182175/ENSG00000064309/ENSG00000077264/ENSG00000124126/ENSG00000197921/ENSG00000064300/ENSG00000152377/ENSG00000134595/ENSG00000198719/ENSG00000176406/ENSG00000130477/ENSG00000221866/ENSG00000179242/ENSG00000171798/ENSG00000077092/ENSG00000007944/ENSG00000178235/ENSG00000182580/ENSG00000140538/ENSG00000112715/ENSG00000065320/ENSG00000167191/ENSG00000185008/ENSG00000158301/ENSG00000186868/ENSG00000118432/ENSG00000074047/ENSG00000135333/ENSG00000198910/ENSG00000125266/ENSG00000169783/ENSG00000061337/ENSG00000115993/ENSG00000148053/ENSG00000143320/ENSG00000067715/ENSG00000116106/ENSG00000113657/ENSG00000162490/ENSG00000183762/ENSG00000133216/ENSG00000145423/ENSG00000198121/ENSG00000145147/ENSG00000156299/ENSG00000079841/ENSG00000160716/ENSG00000132639/ENSG00000084093/ENSG00000171094/ENSG00000112367/ENSG00000108379/ENSG00000111249/ENSG00000150764/ENSG00000044090/ENSG00000181754/ENSG00000142453/ENSG00000105996/ENSG00000100503/ENSG00000218336/ENSG00000151208/ENSG00000198597/ENSG00000115414/ENSG00000083290/ENSG00000277586/ENSG00000132535/ENSG00000103034/ENSG00000100225/ENSG00000035862/ENSG00000143995/ENSG00000169554/ENSG00000184349
BP	GO:0048562	embryonic organ morphogenesis	146	0.834363095478067	1.37937677737034	5.999988000024e-06	0.000949198101603797	0.000826893083055939	733	tags=21%, list=6%, signal=20%	ENSG00000152977/ENSG00000196092/ENSG00000162998/ENSG00000169071/ENSG00000007372/ENSG00000066468/ENSG00000138136/ENSG00000157227/ENSG00000179348/ENSG00000176842/ENSG00000152661/ENSG00000168505/ENSG00000070193/ENSG00000137868/ENSG00000114315/ENSG00000136158/ENSG00000164930/ENSG00000163132/ENSG00000198719/ENSG00000166147/ENSG00000139263/ENSG00000077092/ENSG00000180176/ENSG00000065320/ENSG00000120094/ENSG00000156925/ENSG00000074047/ENSG00000139219/ENSG00000133216/ENSG00000111087
BP	GO:0048589	developmental growth	404	0.753667600877057	1.25156319845167	5.999988000024e-06	0.000949198101603797	0.000826893083055939	1402	tags=24%, list=12%, signal=22%	ENSG00000113739/ENSG00000068078/ENSG00000187122/ENSG00000009709/ENSG00000066468/ENSG00000170017/ENSG00000180447/ENSG00000099250/ENSG00000167178/ENSG00000143858/ENSG00000163273/ENSG00000152661/ENSG00000130558/ENSG00000120833/ENSG00000132872/ENSG00000178568/ENSG00000070193/ENSG00000137868/ENSG00000010278/ENSG00000136158/ENSG00000181744/ENSG00000115159/ENSG00000163623/ENSG00000154764/ENSG00000138696/ENSG00000133424/ENSG00000001617/ENSG00000198719/ENSG00000082482/ENSG00000170989/ENSG00000176406/ENSG00000130477/ENSG00000184347/ENSG00000082684/ENSG00000221866/ENSG00000120149/ENSG00000179242/ENSG00000182621/ENSG00000077092/ENSG00000173706/ENSG00000178235/ENSG00000140538/ENSG00000112715/ENSG00000065320/ENSG00000124486/ENSG00000125848/ENSG00000186868/ENSG00000124762/ENSG00000074047/ENSG00000135333/ENSG00000198910/ENSG00000148180/ENSG00000143320/ENSG00000067715/ENSG00000162490/ENSG00000110436/ENSG00000145423/ENSG00000111087/ENSG00000154556/ENSG00000145147/ENSG00000113448/ENSG00000156299/ENSG00000079841/ENSG00000163661/ENSG00000108379/ENSG00000113721/ENSG00000261150/ENSG00000142453/ENSG00000100503/ENSG00000101115/ENSG00000115414/ENSG00000083290/ENSG00000169083/ENSG00000103034/ENSG00000087586/ENSG00000084073/ENSG00000168610/ENSG00000143995/ENSG00000169554/ENSG00000148400/ENSG00000184349/ENSG00000102678/ENSG00000007402/ENSG00000120756/ENSG00000008083/ENSG00000146938/ENSG00000185386/ENSG00000113645/ENSG00000140463/ENSG00000105605/ENSG00000118689/ENSG00000171100/ENSG00000188064/ENSG00000196584/ENSG00000182636/ENSG00000186951
BP	GO:0021953	central nervous system neuron differentiation	117	0.848674317379608	1.40176070743411	7.999984000032e-06	0.0012347292378586	0.00107563327877195	863	tags=32%, list=7%, signal=30%	ENSG00000009709/ENSG00000007372/ENSG00000066468/ENSG00000138136/ENSG00000099250/ENSG00000109132/ENSG00000179348/ENSG00000148826/ENSG00000139352/ENSG00000168505/ENSG00000178568/ENSG00000172201/ENSG00000114315/ENSG00000184144/ENSG00000156687/ENSG00000169840/ENSG00000163623/ENSG00000154764/ENSG00000182968/ENSG00000256463/ENSG00000197921/ENSG00000152377/ENSG00000165462/ENSG00000221866/ENSG00000171798/ENSG00000182580/ENSG00000185008/ENSG00000186868/ENSG00000074047/ENSG00000148053/ENSG00000140937/ENSG00000116106/ENSG00000162490/ENSG00000112139/ENSG00000145423/ENSG00000145147/ENSG00000160716/ENSG00000108379
BP	GO:0042063	gliogenesis	181	0.817337720834235	1.3524810718604	9.99998000004e-06	0.00150666365333936	0.0013125287032634	923	tags=23%, list=8%, signal=22%	ENSG00000196569/ENSG00000112414/ENSG00000244405/ENSG00000169071/ENSG00000091136/ENSG00000007372/ENSG00000157227/ENSG00000109132/ENSG00000148826/ENSG00000139352/ENSG00000070193/ENSG00000135144/ENSG00000010278/ENSG00000172201/ENSG00000114315/ENSG00000184144/ENSG00000123560/ENSG00000114646/ENSG00000163623/ENSG00000197921/ENSG00000198719/ENSG00000081479/ENSG00000146648/ENSG00000158715/ENSG00000140538/ENSG00000162576/ENSG00000186868/ENSG00000118513/ENSG00000148180/ENSG00000148053/ENSG00000116106/ENSG00000125966/ENSG00000182240/ENSG00000132970/ENSG00000123307/ENSG00000198121/ENSG00000006042/ENSG00000156299/ENSG00000133107/ENSG00000063660/ENSG00000146072/ENSG00000049860
BP	GO:0003002	regionalization	181	0.808692667064674	1.33817575926989	1.1999976000048e-05	0.00172581473018872	0.00150344196919262	554	tags=22%, list=5%, signal=21%	ENSG00000075223/ENSG00000009709/ENSG00000169071/ENSG00000007372/ENSG00000066468/ENSG00000099250/ENSG00000105997/ENSG00000164651/ENSG00000136099/ENSG00000148826/ENSG00000139352/ENSG00000168505/ENSG00000070193/ENSG00000114315/ENSG00000177508/ENSG00000163623/ENSG00000154764/ENSG00000138696/ENSG00000136944/ENSG00000064309/ENSG00000182968/ENSG00000001617/ENSG00000180875/ENSG00000076356/ENSG00000163132/ENSG00000197921/ENSG00000198719/ENSG00000081479/ENSG00000090932/ENSG00000120149/ENSG00000185551/ENSG00000171956/ENSG00000140479/ENSG00000120094/ENSG00000185008/ENSG00000156925/ENSG00000198435/ENSG00000074047/ENSG00000109906
CC	GO:0031012	extracellular matrix	180	0.813741327317695	1.34649984625433	1.1999976000048e-05	0.00172581473018872	0.00150344196919262	1203	tags=38%, list=10%, signal=35%	ENSG00000196569/ENSG00000262655/ENSG00000164946/ENSG00000091136/ENSG00000066468/ENSG00000157227/ENSG00000100234/ENSG00000173376/ENSG00000187244/ENSG00000070193/ENSG00000163520/ENSG00000108679/ENSG00000142173/ENSG00000154764/ENSG00000130635/ENSG00000198732/ENSG00000064309/ENSG00000143341/ENSG00000160963/ENSG00000099953/ENSG00000011201/ENSG00000106538/ENSG00000087303/ENSG00000187720/ENSG00000102265/ENSG00000111186/ENSG00000166147/ENSG00000077942/ENSG00000135074/ENSG00000109861/ENSG00000182718/ENSG00000197565/ENSG00000112715/ENSG00000156140/ENSG00000065320/ENSG00000140479/ENSG00000163638/ENSG00000137801/ENSG00000166106/ENSG00000091986/ENSG00000186340/ENSG00000125848/ENSG00000113140/ENSG00000198910/ENSG00000188313/ENSG00000162551/ENSG00000138080/ENSG00000139219/ENSG00000125966/ENSG00000087245/ENSG00000145423/ENSG00000129038/ENSG00000122359/ENSG00000197043/ENSG00000163661/ENSG00000063660/ENSG00000114270/ENSG00000108379/ENSG00000135862/ENSG00000112280/ENSG00000107742/ENSG00000187955/ENSG00000134013/ENSG00000115414/ENSG00000100473/ENSG00000035862/ENSG00000116962/ENSG00000184349/ENSG00000102678
BP	GO:0045165	cell fate commitment	110	0.845944968853564	1.39702572415857	1.3999972000056e-05	0.00192590919165988	0.00167775408156278	563	tags=24%, list=5%, signal=23%	ENSG00000009709/ENSG00000169071/ENSG00000007372/ENSG00000066468/ENSG00000138136/ENSG00000180447/ENSG00000099250/ENSG00000179348/ENSG00000148826/ENSG00000139352/ENSG00000178568/ENSG00000070193/ENSG00000114315/ENSG00000136158/ENSG00000169840/ENSG00000163623/ENSG00000154764/ENSG00000064309/ENSG00000182968/ENSG00000197921/ENSG00000198719/ENSG00000185551/ENSG00000140538/ENSG00000106536/ENSG00000074047/ENSG00000162493
BP	GO:0048568	embryonic organ development	228	0.788257217959848	1.30568951708552	1.3999972000056e-05	0.00192590919165988	0.00167775408156278	1287	tags=24%, list=11%, signal=22%	ENSG00000152977/ENSG00000196092/ENSG00000162998/ENSG00000169071/ENSG00000007372/ENSG00000066468/ENSG00000138136/ENSG00000157227/ENSG00000179348/ENSG00000164778/ENSG00000176842/ENSG00000152661/ENSG00000168505/ENSG00000070193/ENSG00000137868/ENSG00000114315/ENSG00000136158/ENSG00000164930/ENSG00000163132/ENSG00000106538/ENSG00000198719/ENSG00000146648/ENSG00000166147/ENSG00000139263/ENSG00000185551/ENSG00000077092/ENSG00000117318/ENSG00000180176/ENSG00000112715/ENSG00000065320/ENSG00000049130/ENSG00000120094/ENSG00000164683/ENSG00000156925/ENSG00000074047/ENSG00000145431/ENSG00000139219/ENSG00000133216/ENSG00000111087/ENSG00000132688/ENSG00000116035/ENSG00000142627/ENSG00000105996/ENSG00000186480/ENSG00000112320/ENSG00000103034/ENSG00000196839/ENSG00000148400/ENSG00000130821/ENSG00000102678/ENSG00000099139/ENSG00000185630/ENSG00000140463/ENSG00000125629
BP	GO:0044057	regulation of system process	272	0.773899595348921	1.28292828534737	1.7999964000072e-05	0.0024234845147331	0.00211121638227048	1242	tags=21%, list=11%, signal=20%	ENSG00000018625/ENSG00000096696/ENSG00000106236/ENSG00000115461/ENSG00000196218/ENSG00000109132/ENSG00000188906/ENSG00000163273/ENSG00000176842/ENSG00000163377/ENSG00000152661/ENSG00000070193/ENSG00000153162/ENSG00000171385/ENSG00000148834/ENSG00000154764/ENSG00000130528/ENSG00000067182/ENSG00000183023/ENSG00000134755/ENSG00000103647/ENSG00000006283/ENSG00000176406/ENSG00000146648/ENSG00000100604/ENSG00000109861/ENSG00000180176/ENSG00000185532/ENSG00000048740/ENSG00000164983/ENSG00000176170/ENSG00000109819/ENSG00000221890/ENSG00000046604/ENSG00000101489/ENSG00000132970/ENSG00000166257/ENSG00000006042/ENSG00000113448/ENSG00000180616/ENSG00000079841/ENSG00000112367/ENSG00000146072/ENSG00000111249/ENSG00000179915/ENSG00000148408/ENSG00000132535/ENSG00000117298/ENSG00000134352/ENSG00000084073/ENSG00000090565/ENSG00000198648/ENSG00000196839/ENSG00000096433/ENSG00000148400/ENSG00000007402/ENSG00000008083/ENSG00000146938
BP	GO:0030900	forebrain development	254	0.775215437328907	1.28467917584358	1.999996000008e-05	0.00263666139334388	0.00229692523071094	860	tags=20%, list=7%, signal=19%	ENSG00000196092/ENSG00000187122/ENSG00000091136/ENSG00000007372/ENSG00000066468/ENSG00000099250/ENSG00000188906/ENSG00000179348/ENSG00000139352/ENSG00000168505/ENSG00000178568/ENSG00000070193/ENSG00000128573/ENSG00000176658/ENSG00000172201/ENSG00000114315/ENSG00000184144/ENSG00000169840/ENSG00000154764/ENSG00000064309/ENSG00000182968/ENSG00000196159/ENSG00000256463/ENSG00000183023/ENSG00000163132/ENSG00000197921/ENSG00000134595/ENSG00000081479/ENSG00000146648/ENSG00000221866/ENSG00000185551/ENSG00000182621/ENSG00000077092/ENSG00000182580/ENSG00000171956/ENSG00000180176/ENSG00000185532/ENSG00000185008/ENSG00000174469/ENSG00000074047/ENSG00000148053/ENSG00000109819/ENSG00000162490/ENSG00000110436/ENSG00000133216/ENSG00000111087/ENSG00000198121/ENSG00000145147/ENSG00000180616/ENSG00000160716/ENSG00000171094/ENSG00000116035
BP	GO:0010001	glial cell differentiation	139	0.827052814031735	1.3669849744578	2.1999956000088e-05	0.00284113717486851	0.00247505412615383	883	tags=25%, list=8%, signal=24%	ENSG00000196569/ENSG00000112414/ENSG00000169071/ENSG00000007372/ENSG00000109132/ENSG00000148826/ENSG00000139352/ENSG00000070193/ENSG00000135144/ENSG00000010278/ENSG00000172201/ENSG00000114315/ENSG00000184144/ENSG00000123560/ENSG00000114646/ENSG00000163623/ENSG00000197921/ENSG00000198719/ENSG00000146648/ENSG00000158715/ENSG00000140538/ENSG00000162576/ENSG00000186868/ENSG00000148180/ENSG00000148053/ENSG00000116106/ENSG00000125966/ENSG00000182240/ENSG00000132970/ENSG00000123307/ENSG00000198121/ENSG00000006042/ENSG00000133107/ENSG00000063660/ENSG00000146072
BP	GO:0007507	heart development	346	0.755018523661113	1.2530087469751	2.3999952000096e-05	0.00303743392513215	0.00264605786577901	1446	tags=23%, list=12%, signal=21%	ENSG00000096696/ENSG00000075223/ENSG00000196218/ENSG00000066468/ENSG00000138136/ENSG00000099250/ENSG00000162496/ENSG00000152661/ENSG00000130558/ENSG00000139352/ENSG00000178568/ENSG00000137868/ENSG00000114315/ENSG00000181744/ENSG00000130635/ENSG00000067182/ENSG00000196159/ENSG00000154553/ENSG00000183023/ENSG00000163132/ENSG00000198719/ENSG00000082482/ENSG00000170989/ENSG00000081479/ENSG00000184347/ENSG00000004399/ENSG00000146648/ENSG00000120149/ENSG00000166147/ENSG00000077092/ENSG00000117318/ENSG00000173706/ENSG00000140538/ENSG00000180176/ENSG00000112715/ENSG00000163638/ENSG00000137764/ENSG00000185008/ENSG00000164683/ENSG00000125848/ENSG00000113140/ENSG00000124762/ENSG00000156925/ENSG00000074047/ENSG00000125266/ENSG00000203867/ENSG00000159307/ENSG00000164983/ENSG00000138080/ENSG00000139219/ENSG00000112183/ENSG00000046604/ENSG00000145423/ENSG00000111087/ENSG00000154556/ENSG00000145147/ENSG00000127418/ENSG00000160691/ENSG00000084093/ENSG00000187266/ENSG00000143499/ENSG00000113721/ENSG00000114126/ENSG00000101115/ENSG00000103034/ENSG00000117298/ENSG00000084073/ENSG00000143995/ENSG00000148400/ENSG00000102678/ENSG00000157168/ENSG00000008083/ENSG00000185386/ENSG00000099139/ENSG00000140463/ENSG00000145730/ENSG00000163913/ENSG00000186951/ENSG00000069869/ENSG00000186642/ENSG00000074219
BP	GO:0051962	positive regulation of nervous system development	340	0.754976117409482	1.2528355450316	2.5999948000104e-05	0.00322603276362075	0.00281035557639927	1195	tags=24%, list=10%, signal=22%	ENSG00000044524/ENSG00000244405/ENSG00000007372/ENSG00000099250/ENSG00000109132/ENSG00000179348/ENSG00000167178/ENSG00000143858/ENSG00000173376/ENSG00000173114/ENSG00000148826/ENSG00000139352/ENSG00000120833/ENSG00000132872/ENSG00000114315/ENSG00000153162/ENSG00000177508/ENSG00000163623/ENSG00000154764/ENSG00000064309/ENSG00000077264/ENSG00000185985/ENSG00000064300/ENSG00000176406/ENSG00000130477/ENSG00000081479/ENSG00000179242/ENSG00000077092/ENSG00000178235/ENSG00000182580/ENSG00000140538/ENSG00000112715/ENSG00000065320/ENSG00000167191/ENSG00000185008/ENSG00000186340/ENSG00000181790/ENSG00000125848/ENSG00000158301/ENSG00000186868/ENSG00000118513/ENSG00000118432/ENSG00000074047/ENSG00000198910/ENSG00000148053/ENSG00000175928/ENSG00000143320/ENSG00000067715/ENSG00000116106/ENSG00000113657/ENSG00000133216/ENSG00000111087/ENSG00000132970/ENSG00000198121/ENSG00000145147/ENSG00000156299/ENSG00000079841/ENSG00000084093/ENSG00000171094/ENSG00000112367/ENSG00000108379/ENSG00000146006/ENSG00000111249/ENSG00000044090/ENSG00000179915/ENSG00000181754/ENSG00000100503/ENSG00000218336/ENSG00000087087/ENSG00000151208/ENSG00000133961/ENSG00000115414/ENSG00000277586/ENSG00000132535/ENSG00000103034/ENSG00000134352/ENSG00000146242/ENSG00000035862/ENSG00000169554/ENSG00000148400/ENSG00000184349
BP	GO:0003007	heart morphogenesis	140	0.821708476047966	1.35818054427707	2.7999944000112e-05	0.00328117862282794	0.00285839584266251	793	tags=21%, list=7%, signal=20%	ENSG00000096696/ENSG00000075223/ENSG00000196218/ENSG00000066468/ENSG00000138136/ENSG00000099250/ENSG00000162496/ENSG00000152661/ENSG00000130558/ENSG00000114315/ENSG00000130635/ENSG00000196159/ENSG00000163132/ENSG00000198719/ENSG00000170989/ENSG00000081479/ENSG00000184347/ENSG00000004399/ENSG00000120149/ENSG00000077092/ENSG00000173706/ENSG00000180176/ENSG00000112715/ENSG00000185008/ENSG00000164683/ENSG00000156925/ENSG00000139219/ENSG00000145423/ENSG00000145147/ENSG00000127418
BP	GO:0043062	extracellular structure organization	170	0.803166604255003	1.32866952846178	2.7999944000112e-05	0.00328117862282794	0.00285839584266251	1204	tags=34%, list=10%, signal=31%	ENSG00000196569/ENSG00000161638/ENSG00000091136/ENSG00000157227/ENSG00000173376/ENSG00000160179/ENSG00000105855/ENSG00000136943/ENSG00000163520/ENSG00000142173/ENSG00000130635/ENSG00000067182/ENSG00000196562/ENSG00000082781/ENSG00000099953/ENSG00000087303/ENSG00000187720/ENSG00000102265/ENSG00000144668/ENSG00000166147/ENSG00000077942/ENSG00000135074/ENSG00000116260/ENSG00000197565/ENSG00000130287/ENSG00000156140/ENSG00000163638/ENSG00000148848/ENSG00000137801/ENSG00000091986/ENSG00000113140/ENSG00000162493/ENSG00000123131/ENSG00000159307/ENSG00000138080/ENSG00000139219/ENSG00000087245/ENSG00000145423/ENSG00000129038/ENSG00000138823/ENSG00000163661/ENSG00000114270/ENSG00000135862/ENSG00000158769/ENSG00000112280/ENSG00000175445/ENSG00000107957/ENSG00000146197/ENSG00000107742/ENSG00000154265/ENSG00000187955/ENSG00000134013/ENSG00000115414/ENSG00000035862/ENSG00000116962/ENSG00000148400/ENSG00000165240
BP	GO:0098609	cell-cell adhesion	378	0.746552467973361	1.23939859667377	2.7999944000112e-05	0.00328117862282794	0.00285839584266251	1419	tags=26%, list=12%, signal=24%	ENSG00000096696/ENSG00000145794/ENSG00000150275/ENSG00000161638/ENSG00000091136/ENSG00000170017/ENSG00000118946/ENSG00000136099/ENSG00000135144/ENSG00000010278/ENSG00000140873/ENSG00000114315/ENSG00000060656/ENSG00000066032/ENSG00000156687/ENSG00000081138/ENSG00000125726/ENSG00000196159/ENSG00000077264/ENSG00000076826/ENSG00000082781/ENSG00000185985/ENSG00000134755/ENSG00000253953/ENSG00000139182/ENSG00000143772/ENSG00000148600/ENSG00000110076/ENSG00000146648/ENSG00000213719/ENSG00000179242/ENSG00000135074/ENSG00000167123/ENSG00000077238/ENSG00000158258/ENSG00000182718/ENSG00000204592/ENSG00000178235/ENSG00000182580/ENSG00000185532/ENSG00000065320/ENSG00000184216/ENSG00000137764/ENSG00000185008/ENSG00000125848/ENSG00000118513/ENSG00000198435/ENSG00000074047/ENSG00000135333/ENSG00000125266/ENSG00000109906/ENSG00000162493/ENSG00000184226/ENSG00000162458/ENSG00000173482/ENSG00000253305/ENSG00000112852/ENSG00000125966/ENSG00000112139/ENSG00000162407/ENSG00000046604/ENSG00000065675/ENSG00000197410/ENSG00000162706/ENSG00000152092/ENSG00000127418/ENSG00000160691/ENSG00000126259/ENSG00000146072/ENSG00000248383/ENSG00000140859/ENSG00000179915/ENSG00000181754/ENSG00000177707/ENSG00000110400/ENSG00000187955/ENSG00000218336/ENSG00000151208/ENSG00000130669/ENSG00000019582/ENSG00000134352/ENSG00000196358/ENSG00000198053/ENSG00000196839/ENSG00000126804/ENSG00000184349/ENSG00000128594/ENSG00000146938/ENSG00000154127/ENSG00000151012/ENSG00000121210/ENSG00000197479/ENSG00000081181/ENSG00000168952/ENSG00000196352/ENSG00000188064/ENSG00000186951/ENSG00000106211/ENSG00000166689
MF	GO:0005509	calcium ion binding	314	0.757242487127593	1.2560378278271	3.3999932000136e-05	0.00384199231601537	0.00334694819332166	1218	tags=27%, list=10%, signal=25%	ENSG00000175356/ENSG00000150275/ENSG00000187122/ENSG00000196218/ENSG00000118946/ENSG00000021826/ENSG00000136099/ENSG00000132872/ENSG00000116983/ENSG00000163520/ENSG00000115159/ENSG00000141314/ENSG00000184500/ENSG00000198732/ENSG00000130528/ENSG00000131242/ENSG00000196159/ENSG00000196562/ENSG00000143341/ENSG00000183023/ENSG00000134755/ENSG00000253953/ENSG00000152377/ENSG00000198719/ENSG00000087303/ENSG00000139182/ENSG00000007516/ENSG00000130477/ENSG00000081479/ENSG00000184347/ENSG00000103154/ENSG00000090932/ENSG00000148600/ENSG00000166147/ENSG00000077942/ENSG00000182621/ENSG00000158258/ENSG00000182718/ENSG00000173706/ENSG00000114654/ENSG00000130287/ENSG00000137801/ENSG00000087253/ENSG00000186340/ENSG00000113140/ENSG00000148180/ENSG00000188313/ENSG00000159307/ENSG00000184226/ENSG00000272636/ENSG00000162804/ENSG00000253305/ENSG00000112852/ENSG00000067715/ENSG00000178467/ENSG00000142634/ENSG00000046604/ENSG00000086289/ENSG00000004864/ENSG00000197410/ENSG00000103966/ENSG00000115756/ENSG00000145147/ENSG00000197043/ENSG00000104490/ENSG00000115271/ENSG00000248383/ENSG00000183496/ENSG00000145506/ENSG00000179915/ENSG00000175445/ENSG00000146197/ENSG00000107742/ENSG00000100503/ENSG00000102024/ENSG00000177706/ENSG00000148408/ENSG00000134013/ENSG00000115468/ENSG00000136960/ENSG00000090565/ENSG00000116962/ENSG00000148400/ENSG00000111670/ENSG00000120756
